investor_id,sip_transaction_count,avg_gap_days,max_gap_days,first_sip_date,last_sip_date,total_sip_amount,status
INV001310,6,81.2,232.0,2024-02-03,2025-03-15,48861,at-risk
INV001314,10,50.44444444444444,130.0,2024-02-03,2025-05-02,196028,at-risk
INV001315,7,51.833333333333336,124.0,2024-02-09,2024-12-16,62854,at-risk
INV001316,6,92.4,198.0,2024-02-05,2025-05-12,14835,at-risk
INV001317,6,84.8,162.0,2024-01-24,2025-03-23,29592,at-risk
INV001318,10,46.22222222222222,150.0,2024-01-27,2025-03-18,112663,at-risk
INV001326,8,69.42857142857143,182.0,2024-01-29,2025-05-29,103082,at-risk
INV001329,6,68.2,97.0,2024-03-22,2025-02-26,60331,at-risk
INV001331,6,94.2,202.0,2024-01-04,2025-04-19,31343,at-risk
INV001332,7,80.0,179.0,2024-02-03,2025-05-28,56992,at-risk
INV001333,7,78.66666666666667,185.0,2024-01-08,2025-04-24,11779,at-risk
INV001336,8,65.85714285714286,198.0,2024-02-10,2025-05-16,94852,at-risk
INV001348,7,47.833333333333336,121.0,2024-03-07,2024-12-19,91022,at-risk
INV001351,7,70.5,208.0,2024-01-26,2025-03-24,146308,at-risk
INV001355,6,60.2,187.0,2024-06-03,2025-03-31,41992,at-risk
INV001356,6,79.2,191.0,2024-03-05,2025-04-05,39847,at-risk
INV001359,7,72.5,313.0,2024-03-10,2025-05-19,109856,at-risk
INV001361,7,50.5,103.0,2024-01-28,2024-11-26,99669,at-risk
INV001367,6,99.0,222.0,2024-01-03,2025-05-12,71798,at-risk
INV001375,7,78.5,176.0,2024-02-04,2025-05-20,46716,at-risk
INV001376,7,78.66666666666667,181.0,2024-01-15,2025-05-01,66059,at-risk
INV001383,8,56.142857142857146,117.0,2024-02-26,2025-03-25,80080,at-risk
INV001387,9,57.25,130.0,2024-02-01,2025-05-04,111470,at-risk
INV001394,8,63.57142857142857,171.0,2024-02-06,2025-04-26,127115,at-risk
INV001400,6,76.8,266.0,2024-01-01,2025-01-19,111893,at-risk
INV001401,6,68.6,197.0,2024-04-15,2025-03-24,39421,at-risk
INV001406,10,47.666666666666664,202.0,2024-03-12,2025-05-15,71494,at-risk
INV001407,6,45.2,141.0,2024-01-08,2024-08-21,49474,at-risk
INV001415,8,68.14285714285714,173.0,2024-01-17,2025-05-08,48063,at-risk
INV001418,6,88.6,187.0,2024-01-31,2025-04-18,27688,at-risk
INV001419,6,85.8,137.0,2024-01-11,2025-03-15,67428,at-risk
INV001423,8,48.57142857142857,105.0,2024-02-03,2025-01-08,64384,at-risk
INV001428,6,79.4,174.0,2024-04-17,2025-05-19,72032,at-risk
INV001432,6,71.4,175.0,2024-02-14,2025-02-05,22656,at-risk
INV001434,6,80.6,178.0,2024-04-09,2025-05-17,73116,at-risk
INV001442,9,57.125,238.0,2024-02-21,2025-05-23,67217,at-risk
INV001454,7,73.0,176.0,2024-01-03,2025-03-16,37667,at-risk
INV001455,8,64.71428571428571,153.0,2024-01-10,2025-04-07,47113,at-risk
INV001457,6,43.8,63.0,2024-01-21,2024-08-27,85947,at-risk
INV001458,7,59.833333333333336,101.0,2024-02-01,2025-01-25,78518,at-risk
INV001466,6,44.6,82.0,2024-02-25,2024-10-05,102555,at-risk
INV001472,6,79.0,141.0,2024-01-10,2025-02-08,119937,at-risk
INV001482,6,80.6,280.0,2024-04-10,2025-05-18,84250,at-risk
INV001485,9,55.0,150.0,2024-02-05,2025-04-20,113230,at-risk
INV001491,6,98.8,260.0,2024-01-07,2025-05-15,37904,at-risk
INV001497,9,63.0,138.0,2024-01-01,2025-05-19,77902,at-risk
INV001504,9,54.25,134.0,2024-03-21,2025-05-29,131804,at-risk
INV001507,6,86.2,167.0,2024-02-01,2025-04-07,24004,at-risk
INV001510,7,66.83333333333333,124.0,2024-03-05,2025-04-10,113185,at-risk
INV001514,7,51.833333333333336,72.0,2024-02-27,2025-01-03,150056,at-risk
INV001516,6,56.8,85.0,2024-07-31,2025-05-11,106727,at-risk
INV001526,6,50.4,134.0,2024-02-17,2024-10-26,45632,at-risk
INV001530,7,64.66666666666667,122.0,2024-01-14,2025-02-05,18100,at-risk
INV001532,7,56.833333333333336,101.0,2024-03-07,2025-02-11,82757,at-risk
INV001536,7,69.0,189.0,2024-01-04,2025-02-21,108107,at-risk
INV001545,6,92.8,208.0,2024-01-29,2025-05-07,85986,at-risk
INV001547,7,72.16666666666667,119.0,2024-02-28,2025-05-06,75405,at-risk
INV001548,6,80.6,197.0,2024-03-20,2025-04-27,71244,at-risk
INV001550,7,79.0,191.0,2024-02-01,2025-05-20,85924,at-risk
INV001551,6,61.8,131.0,2024-07-01,2025-05-06,18205,at-risk
INV001562,10,44.22222222222222,146.0,2024-03-01,2025-04-03,66556,at-risk
INV001564,8,55.714285714285715,157.0,2024-03-23,2025-04-17,74288,at-risk
INV001569,6,83.4,314.0,2024-03-03,2025-04-24,84525,at-risk
INV001579,7,75.0,193.0,2024-01-04,2025-03-29,133855,at-risk
INV001580,7,45.666666666666664,119.0,2024-07-23,2025-04-23,85427,at-risk
INV001585,6,56.6,182.0,2024-04-12,2025-01-20,61091,at-risk
INV001587,7,65.0,144.0,2024-04-10,2025-05-05,72452,at-risk
INV001597,7,56.0,165.0,2024-06-19,2025-05-21,99091,at-risk
INV001599,6,58.2,133.0,2024-01-15,2024-11-01,52681,at-risk
INV001602,6,93.8,294.0,2024-01-07,2025-04-20,66310,at-risk
INV001603,7,54.5,93.0,2024-02-06,2024-12-29,64051,at-risk
INV001605,8,60.57142857142857,136.0,2024-01-08,2025-03-07,161888,at-risk
INV001606,7,67.66666666666667,148.0,2024-04-08,2025-05-19,95656,at-risk
INV001616,9,53.0,117.0,2024-01-29,2025-03-28,153361,at-risk
INV001623,6,92.0,188.0,2024-01-27,2025-05-01,62993,at-risk
INV001625,6,72.0,209.0,2024-02-16,2025-02-10,15000,at-risk
INV001628,8,51.714285714285715,139.0,2024-05-27,2025-05-24,111394,at-risk
INV001629,7,67.5,82.0,2024-03-28,2025-05-07,34149,at-risk
INV001631,6,57.0,101.0,2024-07-04,2025-04-15,9317,at-risk
INV001636,9,48.875,159.0,2024-01-05,2025-01-30,35935,at-risk
INV001641,6,88.4,168.0,2024-01-19,2025-04-05,77129,at-risk
INV001644,6,65.6,89.0,2024-05-04,2025-03-28,123765,at-risk
INV001645,6,67.6,202.0,2024-03-15,2025-02-16,48283,at-risk
INV001649,10,51.666666666666664,120.0,2024-02-07,2025-05-17,113458,at-risk
INV001651,7,78.66666666666667,130.0,2024-01-05,2025-04-21,162293,at-risk
INV001653,6,55.2,94.0,2024-02-18,2024-11-20,76639,at-risk
INV001654,7,56.0,137.0,2024-02-17,2025-01-18,108816,at-risk
INV001656,8,59.857142857142854,246.0,2024-02-18,2025-04-12,78037,at-risk
INV001662,6,60.2,147.0,2024-01-22,2024-11-18,67445,at-risk
INV001672,9,34.0,130.0,2024-03-30,2024-12-27,90532,regular
INV001673,11,49.3,181.0,2024-01-11,2025-05-18,81749,at-risk
INV001680,9,58.875,200.0,2024-01-10,2025-04-25,47015,at-risk
INV001683,7,72.5,186.0,2024-03-08,2025-05-17,80088,at-risk
INV001689,6,83.6,153.0,2024-03-25,2025-05-17,59823,at-risk
INV001690,7,81.16666666666667,114.0,2024-01-14,2025-05-15,62532,at-risk
INV001691,6,82.0,254.0,2024-03-15,2025-04-29,40648,at-risk
INV001694,8,66.14285714285714,144.0,2024-02-05,2025-05-13,146945,at-risk
INV001697,9,62.5,287.0,2024-01-08,2025-05-22,118132,at-risk
INV001699,6,83.2,183.0,2024-01-02,2025-02-21,103956,at-risk
INV001709,6,51.8,84.0,2024-01-10,2024-09-25,50259,at-risk
INV001711,7,65.83333333333333,189.0,2024-03-13,2025-04-12,26390,at-risk
INV001712,6,66.6,144.0,2024-03-29,2025-02-25,66274,at-risk
INV001715,8,68.28571428571429,188.0,2024-01-31,2025-05-23,103613,at-risk
INV001718,6,84.0,237.0,2024-02-09,2025-04-04,151909,at-risk
INV001724,7,69.66666666666667,134.0,2024-02-18,2025-04-11,87580,at-risk
INV001728,8,50.57142857142857,131.0,2024-01-15,2025-01-03,142998,at-risk
INV001737,7,56.833333333333336,191.0,2024-02-08,2025-01-14,103141,at-risk
INV001738,9,47.5,153.0,2024-02-24,2025-03-10,157288,at-risk
INV001739,9,52.5,96.0,2024-02-28,2025-04-23,113721,at-risk
INV001741,6,89.4,260.0,2024-02-14,2025-05-06,94729,at-risk
INV001744,7,78.5,155.0,2024-01-11,2025-04-26,84479,at-risk
INV001752,7,69.33333333333333,170.0,2024-02-25,2025-04-16,50982,at-risk
INV001753,11,42.8,128.0,2024-03-07,2025-05-09,111704,at-risk
INV001757,8,55.57142857142857,121.0,2024-04-01,2025-04-25,16121,at-risk
INV001759,10,49.55555555555556,126.0,2024-02-17,2025-05-08,108215,at-risk
INV001769,6,98.0,166.0,2024-01-03,2025-05-07,28957,at-risk
INV001772,6,95.0,184.0,2024-01-21,2025-05-10,113146,at-risk
INV001775,8,29.142857142857142,65.0,2024-10-12,2025-05-04,92864,regular
INV001777,9,57.625,156.0,2024-01-27,2025-05-02,115340,at-risk
INV001778,8,63.57142857142857,283.0,2024-01-10,2025-03-30,54721,at-risk
INV001797,7,79.66666666666667,132.0,2024-02-07,2025-05-30,45355,at-risk
INV001800,7,49.666666666666664,132.0,2024-01-15,2024-11-08,100392,at-risk
INV001802,7,61.666666666666664,151.0,2024-05-02,2025-05-07,99376,at-risk
INV001803,6,59.0,127.0,2024-05-25,2025-03-16,29638,at-risk
INV001804,8,55.857142857142854,126.0,2024-02-06,2025-03-03,97734,at-risk
INV001806,8,60.0,209.0,2024-01-04,2025-02-27,98260,at-risk
INV001809,6,95.6,249.0,2024-01-21,2025-05-13,66937,at-risk
INV001811,9,54.25,196.0,2024-03-04,2025-05-12,234390,at-risk
INV001822,6,19.8,43.0,2024-03-16,2024-06-23,43103,regular
INV001823,8,58.142857142857146,172.0,2024-01-25,2025-03-07,30886,at-risk
INV001826,6,51.2,128.0,2024-02-25,2024-11-07,43001,at-risk
INV001828,8,44.42857142857143,91.0,2024-01-23,2024-11-29,57282,at-risk
INV001831,6,72.8,181.0,2024-03-03,2025-03-02,47766,at-risk
INV001837,7,62.833333333333336,157.0,2024-03-15,2025-03-27,75034,at-risk
INV001841,6,56.2,129.0,2024-06-21,2025-03-29,48729,at-risk
INV001853,8,47.42857142857143,95.0,2024-02-20,2025-01-17,158089,at-risk
INV001858,8,55.142857142857146,261.0,2024-04-05,2025-04-26,111198,at-risk
INV001865,7,63.5,145.0,2024-01-11,2025-01-26,37490,at-risk
INV001866,6,58.8,117.0,2024-02-27,2024-12-17,52342,at-risk
INV001870,7,76.0,164.0,2024-01-06,2025-04-06,151119,at-risk
INV001871,7,55.0,101.0,2024-01-26,2024-12-21,104709,at-risk
INV001883,6,99.2,203.0,2024-01-16,2025-05-26,16745,at-risk
INV001885,6,71.2,128.0,2024-03-05,2025-02-24,16314,at-risk
INV001886,9,50.75,129.0,2024-03-17,2025-04-27,73898,at-risk
INV001890,6,102.6,207.0,2024-01-02,2025-05-29,7890,at-risk
INV001891,6,96.4,261.0,2024-02-03,2025-05-30,22169,at-risk
INV001909,8,62.142857142857146,121.0,2024-02-21,2025-05-01,77716,at-risk
INV001912,6,86.4,256.0,2024-01-16,2025-03-23,72585,at-risk
INV001920,7,39.0,76.0,2024-09-02,2025-04-24,111406,at-risk
INV001921,8,68.57142857142857,225.0,2024-01-28,2025-05-22,94294,at-risk
INV001923,7,80.66666666666667,106.0,2024-01-06,2025-05-04,42011,at-risk
INV001924,7,59.166666666666664,119.0,2024-01-06,2024-12-26,95896,at-risk
INV001927,6,58.8,91.0,2024-05-22,2025-03-12,42729,at-risk
INV001929,6,66.2,242.0,2024-06-26,2025-05-23,67484,at-risk
INV001937,8,60.42857142857143,253.0,2024-03-30,2025-05-27,52043,at-risk
INV001938,9,43.0,112.0,2024-04-22,2025-04-01,46935,at-risk
INV001943,6,74.4,171.0,2024-02-26,2025-03-04,63792,at-risk
INV001950,7,60.166666666666664,134.0,2024-05-24,2025-05-20,88383,at-risk
INV001951,7,58.833333333333336,124.0,2024-04-26,2025-04-14,39840,at-risk
INV001954,6,86.8,273.0,2024-02-06,2025-04-15,38164,at-risk
INV001955,6,76.0,199.0,2024-02-15,2025-03-01,80106,at-risk
INV001961,6,83.4,234.0,2024-01-07,2025-02-27,87250,at-risk
INV001969,6,79.2,163.0,2024-01-15,2025-02-14,22578,at-risk
INV001971,8,54.714285714285715,87.0,2024-04-11,2025-04-29,96207,at-risk
INV001972,8,42.42857142857143,153.0,2024-01-14,2024-11-06,147921,at-risk
INV001978,6,83.2,112.0,2024-03-14,2025-05-04,33387,at-risk
INV001979,6,55.4,100.0,2024-07-28,2025-05-01,78262,at-risk
INV001982,6,85.8,289.0,2024-03-18,2025-05-21,118849,at-risk
INV001986,7,47.666666666666664,98.0,2024-07-03,2025-04-15,93572,at-risk
INV001987,7,67.0,241.0,2024-04-08,2025-05-15,101651,at-risk
INV001990,8,45.285714285714285,91.0,2024-06-17,2025-04-30,60133,at-risk
INV001993,6,56.6,147.0,2024-02-15,2024-11-24,42253,at-risk
INV001995,6,48.6,94.0,2024-02-18,2024-10-18,76418,at-risk
INV001997,6,88.6,168.0,2024-01-04,2025-03-22,23078,at-risk
INV002001,6,84.8,335.0,2024-03-17,2025-05-15,35997,at-risk
INV002006,6,73.6,157.0,2024-03-19,2025-03-22,56278,at-risk
INV002010,6,74.6,103.0,2024-01-11,2025-01-18,111364,at-risk
INV002017,7,44.666666666666664,99.0,2024-04-23,2025-01-16,48099,at-risk
INV002018,6,63.6,106.0,2024-03-24,2025-02-05,22792,at-risk
INV002019,6,68.8,117.0,2024-06-02,2025-05-12,50866,at-risk
INV002025,7,55.833333333333336,92.0,2024-05-24,2025-04-24,52531,at-risk
INV002033,7,55.0,123.0,2024-01-04,2024-11-29,43182,at-risk
INV002034,8,69.0,166.0,2024-01-06,2025-05-03,75286,at-risk
INV002037,6,33.2,61.0,2024-03-04,2024-08-17,58317,regular
INV002038,6,84.0,202.0,2024-01-16,2025-03-11,89042,at-risk
INV002051,6,78.6,159.0,2024-03-30,2025-04-27,101112,at-risk
INV002052,7,44.166666666666664,114.0,2024-02-08,2024-10-30,143832,at-risk
INV002069,10,47.55555555555556,95.0,2024-01-09,2025-03-12,82746,at-risk
INV002070,7,81.33333333333333,118.0,2024-01-10,2025-05-12,70993,at-risk
INV002083,10,51.666666666666664,193.0,2024-02-03,2025-05-13,142753,at-risk
INV002085,6,65.0,220.0,2024-02-29,2025-01-19,89035,at-risk
INV002090,6,90.2,231.0,2024-02-11,2025-05-07,38375,at-risk
INV002092,7,33.5,54.0,2024-05-20,2024-12-07,63358,regular
INV002101,6,80.2,248.0,2024-01-09,2025-02-13,71140,at-risk
INV002102,6,44.8,63.0,2024-06-16,2025-01-26,90782,at-risk
INV002107,8,71.14285714285714,298.0,2024-01-09,2025-05-21,100667,at-risk
INV002111,8,62.42857142857143,123.0,2024-01-24,2025-04-05,84899,at-risk
INV002119,6,78.0,195.0,2024-03-29,2025-04-23,82710,at-risk
INV002121,7,68.5,197.0,2024-04-05,2025-05-21,69342,at-risk
INV002122,7,40.333333333333336,97.0,2024-09-26,2025-05-26,66891,at-risk
INV002127,6,60.2,113.0,2024-05-18,2025-03-15,66425,at-risk
INV002134,7,82.66666666666667,180.0,2024-01-20,2025-05-30,29028,at-risk
INV002138,6,91.8,189.0,2024-01-22,2025-04-25,20298,at-risk
INV002142,9,45.5,162.0,2024-05-01,2025-04-30,118669,at-risk
INV002143,8,63.57142857142857,148.0,2024-01-15,2025-04-04,73958,at-risk
INV002149,8,42.285714285714285,215.0,2024-05-03,2025-02-23,71024,at-risk
INV002150,6,73.6,216.0,2024-03-14,2025-03-17,57183,at-risk
INV002151,9,60.375,201.0,2024-01-16,2025-05-13,185290,at-risk
INV002153,7,67.83333333333333,194.0,2024-03-22,2025-05-03,28131,at-risk
INV002154,6,89.4,175.0,2024-01-26,2025-04-17,42587,at-risk
INV002155,6,78.0,190.0,2024-04-02,2025-04-27,24270,at-risk
INV002157,7,58.5,142.0,2024-02-03,2025-01-19,66010,at-risk
INV002159,6,65.0,104.0,2024-06-18,2025-05-09,57957,at-risk
INV002162,9,58.375,198.0,2024-02-04,2025-05-16,176674,at-risk
INV002166,6,99.2,248.0,2024-01-01,2025-05-11,88421,at-risk
INV002171,7,55.833333333333336,150.0,2024-03-08,2025-02-06,55736,at-risk
INV002177,7,73.0,330.0,2024-03-16,2025-05-28,93321,at-risk
INV002178,8,66.42857142857143,236.0,2024-02-10,2025-05-20,66309,at-risk
INV002179,8,54.142857142857146,171.0,2024-02-10,2025-02-23,77276,at-risk
INV002182,7,70.5,148.0,2024-02-19,2025-04-17,127872,at-risk
INV002185,6,48.4,92.0,2024-03-16,2024-11-13,87101,at-risk
INV002186,7,74.83333333333333,167.0,2024-02-05,2025-04-29,110455,at-risk
INV002187,7,67.83333333333333,221.0,2024-04-02,2025-05-14,51698,at-risk
INV002195,9,49.25,154.0,2024-03-05,2025-04-03,141661,at-risk
INV002196,8,62.142857142857146,115.0,2024-01-02,2025-03-12,123014,at-risk
INV002198,9,43.0,93.0,2024-05-08,2025-04-17,50035,at-risk
INV002199,7,50.833333333333336,94.0,2024-02-14,2024-12-15,22813,at-risk
INV002202,8,70.42857142857143,276.0,2024-01-13,2025-05-20,16013,at-risk
INV002206,7,49.0,141.0,2024-02-22,2024-12-12,119856,at-risk
INV002208,7,71.33333333333333,142.0,2024-01-31,2025-04-03,113907,at-risk
INV002211,7,63.833333333333336,109.0,2024-03-28,2025-04-15,75896,at-risk
INV002216,8,61.714285714285715,172.0,2024-03-01,2025-05-07,122472,at-risk
INV002218,6,67.8,181.0,2024-03-31,2025-03-05,78519,at-risk
INV002219,8,70.85714285714286,166.0,2024-01-04,2025-05-14,41599,at-risk
INV002228,6,68.6,109.0,2024-02-24,2025-02-01,75215,at-risk
INV002229,6,64.6,101.0,2024-04-19,2025-03-08,113731,at-risk
INV002230,8,57.57142857142857,171.0,2024-03-18,2025-04-25,170960,at-risk
INV002232,7,69.16666666666667,174.0,2024-01-08,2025-02-26,105171,at-risk
INV002236,7,73.66666666666667,119.0,2024-01-16,2025-04-02,38246,at-risk
INV002237,7,51.666666666666664,142.0,2024-05-17,2025-03-23,61264,at-risk
INV002240,7,77.83333333333333,266.0,2024-02-02,2025-05-14,28229,at-risk
INV002241,7,65.66666666666667,124.0,2024-04-19,2025-05-18,40838,at-risk
INV002251,6,62.6,157.0,2024-06-24,2025-05-03,140754,at-risk
INV002256,6,75.6,115.0,2024-01-14,2025-01-26,86659,at-risk
INV002259,7,45.333333333333336,89.0,2024-04-27,2025-01-24,139276,at-risk
INV002260,6,77.8,235.0,2024-01-25,2025-02-17,43224,at-risk
INV002265,7,63.166666666666664,244.0,2024-05-07,2025-05-21,74670,at-risk
INV002277,7,67.33333333333333,127.0,2024-03-05,2025-04-13,58558,at-risk
INV002280,7,71.66666666666667,182.0,2024-03-15,2025-05-19,48070,at-risk
INV002282,6,53.2,102.0,2024-05-02,2025-01-23,90468,at-risk
INV002284,6,85.0,277.0,2024-02-13,2025-04-13,113616,at-risk
INV002290,6,61.6,112.0,2024-04-28,2025-03-02,49049,at-risk
INV002294,8,48.714285714285715,163.0,2024-04-01,2025-03-08,93669,at-risk
INV002295,7,64.5,159.0,2024-02-10,2025-03-03,97348,at-risk
INV002298,6,23.2,37.0,2024-09-30,2025-01-24,79273,regular
INV002304,10,42.55555555555556,104.0,2024-03-28,2025-04-15,88837,at-risk
INV002315,7,71.83333333333333,174.0,2024-03-01,2025-05-06,71574,at-risk
INV002319,7,60.0,123.0,2024-01-19,2025-01-13,77278,at-risk
INV002322,6,63.4,102.0,2024-05-28,2025-04-10,54669,at-risk
INV002327,6,76.4,215.0,2024-01-27,2025-02-12,17936,at-risk
INV002329,7,57.0,183.0,2024-01-06,2024-12-13,94661,at-risk
INV002342,6,74.2,212.0,2024-04-13,2025-04-19,43134,at-risk
INV002343,9,57.75,115.0,2024-01-04,2025-04-10,97388,at-risk
INV002347,9,40.5,79.0,2024-06-10,2025-04-30,30517,at-risk
INV002348,6,94.4,166.0,2024-01-30,2025-05-16,43335,at-risk
INV002349,6,52.2,75.0,2024-04-08,2024-12-25,31786,at-risk
INV002351,6,77.2,204.0,2024-03-13,2025-04-03,66039,at-risk
INV002357,7,68.33333333333333,240.0,2024-01-03,2025-02-16,77648,at-risk
INV002360,9,56.125,129.0,2024-03-05,2025-05-28,147868,at-risk
INV002361,6,55.4,198.0,2024-01-08,2024-10-11,123135,at-risk
INV002367,7,52.5,134.0,2024-05-11,2025-03-22,52309,at-risk
INV002368,7,61.166666666666664,215.0,2024-04-06,2025-04-08,36706,at-risk
INV002369,6,60.0,136.0,2024-04-02,2025-01-27,142348,at-risk
INV002370,7,70.16666666666667,237.0,2024-03-10,2025-05-05,89876,at-risk
INV002372,6,95.2,133.0,2024-01-26,2025-05-16,55170,at-risk
INV002373,8,70.14285714285714,154.0,2024-01-19,2025-05-24,177377,at-risk
INV002374,6,21.2,34.0,2024-10-21,2025-02-04,87120,regular
INV002384,10,39.111111111111114,92.0,2024-06-05,2025-05-23,107297,at-risk
INV002388,6,33.2,84.0,2024-11-27,2025-05-12,109517,regular
INV002389,10,50.77777777777778,126.0,2024-02-06,2025-05-08,37401,at-risk
INV002390,6,47.0,100.0,2024-03-20,2024-11-10,90741,at-risk
INV002391,6,40.2,124.0,2024-05-05,2024-11-22,59250,at-risk
INV002395,6,97.0,225.0,2024-01-17,2025-05-16,58610,at-risk
INV002400,9,55.375,141.0,2024-01-04,2025-03-22,37008,at-risk
INV002401,8,59.142857142857146,125.0,2024-01-12,2025-03-01,30941,at-risk
INV002402,7,47.166666666666664,89.0,2024-08-17,2025-05-27,91623,at-risk
INV002407,7,47.833333333333336,167.0,2024-08-02,2025-05-16,68991,at-risk
INV002409,8,55.57142857142857,125.0,2024-05-04,2025-05-28,88823,at-risk
INV002413,8,53.0,189.0,2024-05-24,2025-05-30,63974,at-risk
INV002415,8,57.42857142857143,110.0,2024-03-14,2025-04-20,96841,at-risk
INV002417,7,83.33333333333333,190.0,2024-01-03,2025-05-17,126729,at-risk
INV002418,6,91.6,128.0,2024-01-30,2025-05-02,34952,at-risk
INV002420,6,72.8,107.0,2024-01-15,2025-01-13,54588,at-risk
INV002422,10,50.333333333333336,139.0,2024-01-25,2025-04-22,78015,at-risk
INV002429,6,78.6,216.0,2024-02-16,2025-03-15,95082,at-risk
INV002434,6,88.2,217.0,2024-01-13,2025-03-29,38421,at-risk
INV002437,7,49.166666666666664,212.0,2024-04-25,2025-02-14,180355,at-risk
INV002445,8,38.142857142857146,117.0,2024-02-24,2024-11-17,93265,at-risk
INV002453,7,63.0,87.0,2024-03-14,2025-03-27,76815,at-risk
INV002458,6,72.4,232.0,2024-04-20,2025-04-17,80628,at-risk
INV002459,8,53.714285714285715,161.0,2024-02-03,2025-02-13,40242,at-risk
INV002463,6,95.4,236.0,2024-02-07,2025-05-29,43792,at-risk
INV002464,6,35.4,97.0,2024-02-21,2024-08-16,50372,at-risk
INV002466,7,80.66666666666667,270.0,2024-01-30,2025-05-28,96619,at-risk
INV002467,8,38.857142857142854,116.0,2024-01-03,2024-10-01,200058,at-risk
INV002471,6,56.4,98.0,2024-01-07,2024-10-15,65355,at-risk
INV002475,10,49.666666666666664,119.0,2024-03-06,2025-05-27,65140,at-risk
INV002476,6,86.0,235.0,2024-01-19,2025-03-24,74851,at-risk
INV002485,6,70.4,136.0,2024-03-25,2025-03-12,58588,at-risk
INV002490,8,70.0,125.0,2024-01-09,2025-05-13,221876,at-risk
INV002495,6,82.2,174.0,2024-01-04,2025-02-18,64609,at-risk
INV002496,6,53.0,156.0,2024-08-09,2025-05-01,28341,at-risk
INV002497,8,67.28571428571429,152.0,2024-01-13,2025-04-28,105613,at-risk
INV002508,9,51.625,171.0,2024-04-06,2025-05-24,128547,at-risk
INV002509,10,33.666666666666664,74.0,2024-02-07,2024-12-06,117779,regular
INV002510,7,64.33333333333333,176.0,2024-01-10,2025-01-30,83001,at-risk
INV002521,6,74.6,206.0,2024-04-27,2025-05-05,46638,at-risk
INV002527,7,49.666666666666664,93.0,2024-01-18,2024-11-11,9444,at-risk
INV002530,8,71.42857142857143,175.0,2024-01-05,2025-05-19,74111,at-risk
INV002531,7,76.33333333333333,182.0,2024-02-01,2025-05-04,30854,at-risk
INV002543,7,74.66666666666667,116.0,2024-02-05,2025-04-28,90368,at-risk
INV002547,6,89.0,181.0,2024-02-04,2025-04-24,19927,at-risk
INV002552,10,48.22222222222222,184.0,2024-01-10,2025-03-19,117496,at-risk
INV002554,7,49.666666666666664,100.0,2024-01-04,2024-10-28,51011,at-risk
INV002555,7,72.0,172.0,2024-01-30,2025-04-06,87655,at-risk
INV002557,7,67.16666666666667,264.0,2024-03-30,2025-05-07,32589,at-risk
INV002558,6,97.6,297.0,2024-01-23,2025-05-25,52002,at-risk
INV002560,6,95.2,155.0,2024-01-02,2025-04-22,25934,at-risk
INV002563,6,65.8,114.0,2024-01-27,2024-12-21,18179,at-risk
INV002567,6,82.0,127.0,2024-01-05,2025-02-18,51780,at-risk
INV002568,8,61.57142857142857,144.0,2024-03-02,2025-05-07,138384,at-risk
INV002570,7,62.0,150.0,2024-02-14,2025-02-20,26296,at-risk
INV002572,8,55.714285714285715,108.0,2024-04-24,2025-05-19,126760,at-risk
INV002574,6,79.4,139.0,2024-01-31,2025-03-03,98204,at-risk
INV002575,9,56.125,128.0,2024-02-18,2025-05-12,155419,at-risk
INV002579,6,40.8,71.0,2024-08-14,2025-03-06,136656,at-risk
INV002582,6,77.4,173.0,2024-02-01,2025-02-22,18333,at-risk
INV002585,6,65.0,124.0,2024-03-29,2025-02-17,46894,at-risk
INV002586,6,87.2,168.0,2024-03-13,2025-05-23,73304,at-risk
INV002590,10,50.22222222222222,125.0,2024-01-28,2025-04-24,151056,at-risk
INV002591,6,52.2,139.0,2024-06-19,2025-03-07,29695,at-risk
INV002594,6,94.0,244.0,2024-02-07,2025-05-22,98891,at-risk
INV002598,9,51.375,179.0,2024-02-21,2025-04-07,121198,at-risk
INV002602,8,66.0,151.0,2024-02-10,2025-05-17,95414,at-risk
INV002606,6,89.6,248.0,2024-03-02,2025-05-24,73666,at-risk
INV002613,8,65.0,143.0,2024-02-16,2025-05-16,23849,at-risk
INV002622,7,76.66666666666667,244.0,2024-01-29,2025-05-03,64167,at-risk
INV002627,6,85.0,182.0,2024-03-23,2025-05-22,40609,at-risk
INV002628,6,77.0,322.0,2024-02-01,2025-02-20,42616,at-risk
INV002632,8,65.57142857142857,180.0,2024-01-26,2025-04-29,70430,at-risk
INV002640,7,70.0,153.0,2024-01-29,2025-03-24,66928,at-risk
INV002643,6,74.2,229.0,2024-02-03,2025-02-08,32343,at-risk
INV002645,7,45.166666666666664,133.0,2024-03-16,2024-12-12,89681,at-risk
INV002654,8,61.857142857142854,115.0,2024-02-05,2025-04-13,97131,at-risk
INV002659,7,62.333333333333336,224.0,2024-03-17,2025-03-26,96575,at-risk
INV002666,7,53.166666666666664,100.0,2024-06-06,2025-04-21,50807,at-risk
INV002671,7,77.16666666666667,163.0,2024-02-10,2025-05-18,121426,at-risk
INV002673,8,65.0,147.0,2024-02-21,2025-05-21,205287,at-risk
INV002674,6,75.8,153.0,2024-02-06,2025-02-19,109896,at-risk
INV002675,8,63.857142857142854,138.0,2024-02-05,2025-04-27,104247,at-risk
INV002681,7,83.66666666666667,161.0,2024-01-13,2025-05-29,77813,at-risk
INV002684,6,80.6,266.0,2024-01-28,2025-03-06,81047,at-risk
