amfi_code,scheme_name,date,rolling_90d_sharpe
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-09,-0.22695578514284623
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-10,-0.08572464084006905
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-11,0.2825329289146304
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-12,0.3469037885965555
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-13,-0.14223452377877296
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-16,0.0077939976755392795
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-17,0.2043699331624063
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-18,0.7302101573911269
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-19,0.7665068871954143
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-20,0.5465317221768582
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-23,0.32129793312308497
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-24,0.5191666709603152
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-25,0.538852374021059
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-26,0.5111399614172034
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-27,0.641838103808659
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-06-30,0.35745061052770366
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-01,0.2056138095230384
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-02,0.03680316513345066
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-03,-0.23676349522795212
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-04,-0.2456842306603743
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-07,0.003903956759911846
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-08,-0.06568405983412864
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-09,0.09964897514450775
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-10,0.23083412166137304
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-11,0.12227668040450165
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-14,0.220535580137337
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-15,0.09914865855508889
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-16,0.41179563877462017
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-17,0.27836185891657195
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-18,0.2633092304689707
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-21,0.5360625237107984
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-22,0.5729455684815667
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-23,0.06911773468152321
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-24,0.08256092355518446
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-25,0.24322729429910947
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-28,0.2986518652258474
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-29,0.408044884481105
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-30,0.5649571979250371
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-07-31,0.20664133251085517
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-01,-0.0011947886809869045
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-04,-0.05161567577850198
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-05,0.22208452522013847
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-06,0.17134593246611143
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-07,0.04082012683891566
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-08,0.15505740430945028
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-11,-0.1677806715879241
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-12,-0.1030929458788989
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-13,-0.1419160593645692
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-14,-0.515589595223635
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-15,-0.7944423976706845
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-18,-1.1119888845642587
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-19,-1.464553042282053
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-20,-1.6992345590723537
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-21,-1.2772863223938833
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-22,-1.377724143926413
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-25,-1.1764584969790808
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-26,-1.5365764488184859
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-27,-0.5905326480749175
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-28,-0.6035583756612994
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-08-29,-0.3878439139223919
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-01,0.1946238389767921
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-02,0.43346075476860924
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-03,0.15418469282874248
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-04,0.29244773336729907
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-05,-0.0007726087896540642
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-08,0.3916975297440455
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-09,0.5511490718256985
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-10,0.37291819134090454
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-11,0.3629702271401325
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-12,0.3609829248642088
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-15,0.4629221776196934
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-16,0.2544657265204571
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-17,0.31675405217153274
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-18,0.23838155345172451
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-19,-0.10243319119341916
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-22,0.0856755391670488
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-23,0.04413102076899979
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-24,0.7892971518137596
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-25,0.9456068890476738
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-26,1.084974615800593
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-29,1.2041453795469126
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-09-30,1.3188691497549947
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-01,1.351525511559032
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-02,1.2303433081332558
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-03,1.6697212744814818
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-06,1.6066725497271175
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-07,1.3173568349203089
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-08,1.5043902444972868
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-09,1.7104131520443
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-10,1.6959637567199057
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-13,1.801164654449992
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-14,1.5652714715542868
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-15,0.672783291147276
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-16,0.7539683237073431
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-17,0.060707352043050423
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-20,-0.2787447909250562
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-21,-0.20723823805496808
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-22,-0.3827320679648881
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-23,-0.5041352437835516
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-24,-0.2919496900315647
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-27,-0.46805421707891076
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-28,-0.4280653539038944
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-29,-0.4275196970341194
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-30,-0.3073706667510784
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-10-31,-0.5150648681624103
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-03,-0.32793740033574054
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-04,-0.3064386873011579
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-05,-0.6681242841936134
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-06,-0.15611746882513602
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-07,0.029079303746950915
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-10,-0.4343182888517027
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-11,-0.2847438689814405
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-12,-0.4243639869947277
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-13,-0.2483920817503358
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-14,-0.66925949632224
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-17,-0.9267325318305567
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-18,-1.2410221058112219
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-19,-1.3830466327255315
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-20,-1.605430820036433
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-21,-1.499439210385562
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-24,-1.6644396342506562
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-25,-1.7520001401451948
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-26,-1.6090959447767013
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-27,-1.465172760607345
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-11-28,-1.4498076870798635
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-01,-1.4971123675507958
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-02,-1.6732231814834315
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-03,-1.6918408862221264
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-04,-1.3237453981863163
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-05,-1.6864252548012
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-08,-1.6250529077528948
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-09,-1.6125947433382444
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-10,-1.4968964996244374
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-11,-1.3186675338293736
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-12,-1.8361174899747374
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-15,-1.8643621626121942
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-16,-1.5509306082177543
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-17,-1.5005698626231188
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-18,-1.5519963284708798
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-19,-1.4728334903234535
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-22,-1.249346442161717
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-23,-1.21593054281345
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-24,-1.1530241624149207
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-25,-1.1068669462201892
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-26,-0.8756034785152135
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-29,-0.6026455111352021
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-30,-0.00340534748115144
120507,ICICI Pru Liquid Fund - Regular - Growth,2025-12-31,-0.528513622854633
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-01,-0.1511598061029235
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-02,-0.38819969570467733
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-05,-0.6673460524553375
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-06,-0.6774008679968008
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-07,-0.7129059103001403
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-08,-0.686258092687096
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-09,-0.38765995324384667
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-12,-0.6608724081003492
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-13,-0.4657973964952776
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-14,-0.607850515804498
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-15,-0.10674702179047367
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-16,0.2777139131655512
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-19,0.09988904244994655
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-20,0.012688087748893875
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-21,-0.10731991727785303
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-22,0.0068025032204788866
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-23,0.2455821749918882
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-26,0.2938755979700688
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-27,0.6063051520543096
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-28,0.491287161944139
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-29,0.4139544269736438
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-01-30,0.36258619270092085
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-02,0.21525367424440045
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-03,-0.0757223559265366
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-04,-0.3999232092341238
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-05,-0.0068305928245169035
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-06,-0.05710616857048746
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-09,-0.3709182995574388
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-10,-0.22130803434122887
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-11,-0.32670175241475014
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-12,-0.7198465333511623
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-13,-0.7430865738688918
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-16,-0.5720438659067351
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-17,-0.6026610883548137
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-18,-0.690012027692092
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-19,-0.6766109252180165
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-20,-0.3024092363728448
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-23,-0.2812677597483229
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-24,-0.41895711159595006
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-25,-0.41987884558415595
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-26,-0.25060307981473356
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-02-27,0.018019654731088443
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-02,0.29528203742973685
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-03,0.1867531818417191
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-04,0.02973547469239605
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-05,-0.21432325883090653
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-06,-0.07311664062488567
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-09,-0.07812340645976622
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-10,-0.027213836334410175
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-11,0.3518613450581692
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-12,-0.1265552336607211
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-13,-0.5000121366483056
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-16,-0.2786858011588953
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-17,-0.021677984719965508
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-18,0.28706187522662263
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-19,0.2403807262627646
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-20,0.6224413488244244
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-23,0.7556474309577843
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-24,1.079896784663965
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-25,0.9445194633471022
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-26,1.032812957764137
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-27,0.7777103459272738
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-30,0.8626073310396012
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-03-31,1.2635825383355863
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-01,1.2966247164532156
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-02,1.055997641482528
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-03,0.9508037089023981
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-06,0.8355362283217141
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-07,0.9237157101755313
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-08,1.1160194822794964
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-09,1.1409303254020087
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-10,1.925090771765984
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-13,2.049009756919258
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-14,2.031599674866771
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-15,2.131590910610674
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-16,2.122552461170948
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-17,2.4356239514293043
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-20,2.7236804265773786
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-21,2.616373571100678
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-22,2.5701722869975683
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-23,2.6742415949301424
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-24,2.8697941253846637
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-27,2.948357200030435
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-28,2.5491360094577735
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-29,2.6316131727071155
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-04-30,2.530038398919352
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-01,2.4519897415045206
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-04,2.4556991097793994
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-05,2.3229453494367354
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-06,2.2308165341686395
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-07,1.8186919243429045
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-08,2.150919603390261
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-11,1.9802277705166982
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-12,1.5669146408094636
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-13,1.7488545216828664
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-14,1.6353435669162035
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-15,1.7663221115489303
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-18,1.9446217732635152
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-19,1.7082997298052203
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-20,1.9050886980825021
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-21,1.855692838172981
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-22,1.7496874020117512
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-25,1.6910749131864709
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-26,1.6168530622763877
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-27,1.6966028032653815
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-28,1.5385278753366867
120507,ICICI Pru Liquid Fund - Regular - Growth,2026-05-29,1.7194923162238
120844,Kotak Liquid Fund - Regular - Growth,2022-01-03,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-04,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-05,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-06,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-07,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-10,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-11,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-12,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-13,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-14,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-17,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-18,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-19,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-20,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-21,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-24,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-25,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-26,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-27,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-28,
120844,Kotak Liquid Fund - Regular - Growth,2022-01-31,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-01,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-02,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-03,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-04,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-07,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-08,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-09,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-10,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-11,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-14,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-15,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-16,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-17,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-18,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-21,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-22,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-23,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-24,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-25,
120844,Kotak Liquid Fund - Regular - Growth,2022-02-28,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-01,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-02,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-03,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-04,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-07,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-08,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-09,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-10,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-11,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-14,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-15,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-16,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-17,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-18,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-21,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-22,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-23,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-24,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-25,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-28,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-29,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-30,
120844,Kotak Liquid Fund - Regular - Growth,2022-03-31,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-01,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-04,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-05,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-06,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-07,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-08,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-11,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-12,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-13,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-14,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-15,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-18,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-19,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-20,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-21,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-22,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-25,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-26,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-27,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-28,
120844,Kotak Liquid Fund - Regular - Growth,2022-04-29,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-02,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-03,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-04,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-05,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-06,
120844,Kotak Liquid Fund - Regular - Growth,2022-05-09,2.6033234156060954
120844,Kotak Liquid Fund - Regular - Growth,2022-05-10,2.3965928984476035
120844,Kotak Liquid Fund - Regular - Growth,2022-05-11,2.4531886797862854
120844,Kotak Liquid Fund - Regular - Growth,2022-05-12,2.3217647738119127
120844,Kotak Liquid Fund - Regular - Growth,2022-05-13,2.345935770979568
120844,Kotak Liquid Fund - Regular - Growth,2022-05-16,1.7856556600642532
120844,Kotak Liquid Fund - Regular - Growth,2022-05-17,1.689350500588918
120844,Kotak Liquid Fund - Regular - Growth,2022-05-18,1.8549978486603176
120844,Kotak Liquid Fund - Regular - Growth,2022-05-19,1.3104230551755987
120844,Kotak Liquid Fund - Regular - Growth,2022-05-20,1.2472474033221623
